,name,price,address,url,Hãng xe,Năm đăng ký,Tình trạng,Loại xe máy,Dung tích xe máy,Xuất xứ,Màu xe,Dòng xe,Số km đã đi
1219,Cần bán xe Vison mới chạy 2800 km 99% mới 99,37000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-vison-moi-chay-2800-km-99-moi-99-id68236691,-,-,-,-,-,-,-,-,0
1220,Air Blade 2020 Thanh Lí - Zalo: 0926.44.25.46,10500000,"TP. Vũng Tàu, Bà Rịa - Vũng Tàu",https://muaban.net/xe-may/ban-xe-may/air-blade-2020-thanh-li-zalo-0926-44-25-46-id68220702,-,-,-,-,-,-,-,-,0
1221,Bán SH 150 màu đen nhập khẩu đời 2006. Xe chính chủ từ đầu.,45000000,"Quận Cầu Giấy, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-sh-150-mau-den-nhap-khau-doi-2006-xe-chinh-chu-tu-dau-id68129479,-,-,-,-,-,-,-,-,0
1222,"Cần bán xe Wave Liên Doanh 110cc vành đúc, màu đỏ cờ",3100000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-wave-lien-doanh-110cc-vanh-duc-mau-do-co-id68173000,-,-,-,-,-,-,-,-,0
1223,"Bán Vespa S125 2010 chất đẹp, biển HN PHÁT TÀI PHÁT LỘC ",35000000,"Quận Thanh Xuân, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-vespa-s125-2010-chat-dep-bien-hn-phat-tai-phat-loc-id68129921,-,-,-,-,-,-,-,-,0
1224,Cần bán xe Nouvo LX chính chủ ,7500000,"Quận Hải Châu, Đà Nẵng",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-nouvo-lx-chinh-chu-id68227714,-,-,-,-,-,-,-,-,0
1225,"Mới về AirBlade Fi 2017 Smartkey, biển số thành phố chính chủ",36000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-airblade-fi-2017-smartkey-bien-so-thanh-pho-chinh-chu-id68223709,-,-,-,-,-,-,-,-,0
1226,Nhà còn ít xe mong anh chị em thương ủng hộ mình,34000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/nha-con-it-xe-mong-anh-chi-em-thuong-ung-ho-minh-id68223695,-,-,-,-,-,-,-,-,0
1227,"Mới về xe Airblade Fi 125, đời 2020, Smartkey",43000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-xe-airblade-fi-125-doi-2020-smartkey-id68223636,-,-,-,-,-,-,-,-,0
1228,Xe super Cup xanh xi măng một yên cực hiếm,155000000,"Huyện Long Thành, Đồng Nai",https://muaban.net/xe-may/ban-xe-may/xe-super-cup-xanh-xi-mang-mot-yen-cuc-hiem-id68223303,-,-,-,-,-,-,-,-,0
1229,"Bán xe LX 125 3ie chính chủ, xe còn nguyên zin",15000000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-lx-125-3ie-chinh-chu-xe-con-nguyen-zin-id68120331,-,-,-,-,-,-,-,-,0
1230,Bán Xe Mio Chất như Thủa Ban Đầu,5500000,"Quận Ba Đình, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-mio-chat-nhu-thua-ban-dau-id68119247,-,-,-,-,-,-,-,-,0
1231,bán xe SH 125 nhập ý nguyên con số máy 106.,135000000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-sh-125-nhap-y-nguyen-con-so-may-106-id68218016,-,-,-,-,-,-,-,-,0
1232,Primavera Sport LED 2022 xanh dương,77800000,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/ban-xe-may/primavera-sport-led-2022-xanh-duong-id68122053,-,-,-,-,-,-,-,-,0
1233,Bán xe suzuki Nhật 110cc biển 29H5 -9942 màu đen,2200000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-suzuki-nhat-110cc-bien-29h5-9942-mau-den-id68193449,-,-,-,-,-,-,-,-,0
1234,Sirius 110 HQld bstp gtdd máy êm đề đèn,6900000,-,https://muaban.net/xe-may/ban-xe-may/sirius-110-hqld-bstp-gtdd-may-em-de-den-id68117635,-,-,-,-,-,-,-,-,0
1235,Thanh lí AirBlade 2019 giá rẻ ,10000000,"Quận 3, TP.HCM",https://muaban.net/xe-may/ban-xe-may/thanh-li-airblade-2019-gia-re-id68117439,-,-,-,-,-,-,-,-,0
1236,Thanh lí SH mode giá rẻ.       ,0,"Quận 4, TP.HCM",https://muaban.net/xe-may/mua-xe-may/thanh-li-sh-mode-gia-re-id68117463,-,-,-,-,-,-,-,-,0
1237,Tôi cần bán một chiếc xe wave RSX đăng ký năm 2018,11500000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/toi-can-ban-mot-chiec-xe-wave-rsx-dang-ky-nam-2018-id68221839,-,-,-,-,-,-,-,-,0
1238,Bán xe SH Việt Nam 150i CBS - Model 2017,82000000,"Quận Phú Nhuận, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-sh-viet-nam-150i-cbs-model-2017-id68217626,-,-,-,-,-,-,-,-,0
1239,"Raider Fi chính chủ, đăng ký 10/2019",32000000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/raider-fi-chinh-chu-dang-ky-10-2019-id68114548,-,-,-,-,-,-,-,-,0
1240,Bán lại xe NVX 125 biển số thành phố,23500000,"Quận Gò Vấp, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-lai-xe-nvx-125-bien-so-thanh-pho-id68121931,-,-,-,-,-,-,-,-,0
1241,Cần Bán Sirius 110 LD Màu Đen đỏ Bánh Căm,5900000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-sirius-110-ld-mau-den-do-banh-cam-id64793200,-,-,-,-,-,-,-,-,0
1242,Cần thanh lý xe Nouvo chính chủ,4000000,"Quận Gò Vấp, TP.HCM",https://muaban.net/xe-may/yamaha/can-thanh-ly-xe-nouvo-chinh-chu-id64591351,-,-,-,-,-,-,-,-,0
1243,"AirBlade Fi, đỏ đen  125, đời 2021, smatrkey 99% mới",45500000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/airblade-fi-do-den-125-doi-2021-smatrkey-99-moi-id68063878,-,-,-,-,-,-,-,-,0
1244,"Mới về xe Vision 2021, 2 khoá smartkey, biển số thành phố",43800000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-xe-vision-2021-2-khoa-smartkey-bien-so-thanh-pho-id68215687,-,-,-,-,-,-,-,-,0
1245,Cần bán 01 xe Dream 1996 chính chủ tại TP.Thủ Đức,30000000,"TP. Thủ Đức - Quận Thủ Đức, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-01-xe-dream-1996-chinh-chu-tai-tp-thu-duc-id64675651,-,-,-,-,-,-,-,-,0
1246,"AirBlade 150, đời 2020, Smartkey 99 % mới 2000 km",52900000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/airblade-150-doi-2020-smartkey-99-moi-2000-km-id68216026,-,-,-,-,-,-,-,-,0
1247,"Chính chủ bán xe Click, màu đen, gia đình dùng, máy nguyên bản",9200000,"Quận Hoàn Kiếm, Hà Nội",https://muaban.net/xe-may/ban-xe-may/chinh-chu-ban-xe-click-mau-den-gia-dinh-dung-may-nguyen-ban-id68203169,-,-,-,-,-,-,-,-,0
1248,"Mới về xe AirBlade 125, đời 2019, smartkey, biển số thành phố",38900000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-xe-airblade-125-doi-2019-smartkey-bien-so-thanh-pho-id68215670,-,-,-,-,-,-,-,-,0
1249,Cần bán xe Lambreta 125xc xe tay ga đời mới.,22000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-lambreta-125xc-xe-tay-ga-doi-moi-id68217000,-,-,-,-,-,-,-,-,0
1250,"AirBlade 150, đời 2020 đen ABS, Smartkey ",49000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/airblade-150-doi-2020-den-abs-smartkey-id68215680,-,-,-,-,-,-,-,-,0
1251,Cần bán xe Honda Lead 110cc kim phun điện tử biển Hà Nội,7200000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-honda-lead-110cc-kim-phun-dien-tu-bien-ha-noi-id68152997,-,-,-,-,-,-,-,-,0
1252,"Bán Xe chính chủ, biển Hà Nội, chủ làm văn phòng.",23000000,"Quận Thanh Xuân, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-chinh-chu-bien-ha-noi-chu-lam-van-phong-id68113136,-,-,-,-,-,-,-,-,0
1253,Chính chủ cần bán xe airblade đăng kí 2021 như hình,41500000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/ban-xe-may/chinh-chu-can-ban-xe-airblade-dang-ki-2021-nhu-hinh-id68109235,-,-,-,-,-,-,-,-,0
1254,"Mới về SH mode 2019, 2 khoá smartkey",60000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-sh-mode-2019-2-khoa-smartkey-id68215655,-,-,-,-,-,-,-,-,0
1255,"Cần bán Honda Vision 2017 Màu Hồng ,xe nhà chính chủ bstp",28000000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-honda-vision-2017-mau-hong-xe-nha-chinh-chu-bstp-id68109423,-,-,-,-,-,-,-,-,0
1256,Xe NOUVO LX4 đã qua sử dụng. Anh chị em cần vui lòng liên hệ em nha.,15000000,"TP. Thủ Đức - Quận 9, TP.HCM",https://muaban.net/xe-may/yamaha/xe-nouvo-lx4-da-qua-su-dung-anh-chi-em-can-vui-long-lien-he-em-nha-id64389436,-,-,-,-,-,-,-,-,0
1257,Cho thuê xe máy tại An phú - Quận 2 - Tphcm,0,"TP. Thủ Đức - Quận 2, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/cho-thue-xe-may-tai-an-phu-quan-2-tphcm-id50787744,-,-,-,-,-,-,-,-,0
1258,"Vespa LX 125cc màu vàng xe đẹp, máy ngon",8000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/vespa-lx-125cc-mau-vang-xe-dep-may-ngon-id68188802,-,-,-,-,-,-,-,-,0
1259,Cần bán xe SH 150i màu đen biển 29B1-13960,45500000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-sh-150i-mau-den-bien-29b1-13960-id68188828,-,-,-,-,-,-,-,-,0
1260,PEUGOUT DJANGO nhâp khẩu Pháp Biển đẹp 29D2-03639,35000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/peugout-django-nhap-khau-phap-bien-dep-29d2-03639-id68188762,-,-,-,-,-,-,-,-,0
1261,2019 Yamaha R15v3 Thanh Lí - Zalo: 0926.44.25.46,16500000,-,https://muaban.net/xe-may/ban-xe-may/2019-yamaha-r15v3-thanh-li-zalo-0926-44-25-46-id68117388,-,-,-,-,-,-,-,-,0
1262,SH 150i màu trắng nhập khẩu 2009 29V5-40696,46000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/sh-150i-mau-trang-nhap-khau-2009-29v5-40696-id68188089,-,-,-,-,-,-,-,-,0
1263,Bán xe Wave Alpha HQ Màu Xám Xi Măng BST,5900000,-,https://muaban.net/xe-may/ban-xe-may/ban-xe-wave-alpha-hq-mau-xam-xi-mang-bst-id68154674,-,-,-,-,-,-,-,-,0
1264,SH125i Việt 2014 lên full nhập biển VIP 24B1-63333,73000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/sh125i-viet-2014-len-full-nhap-bien-vip-24b1-63333-id68188181,-,-,-,-,-,-,-,-,0
1265,Zip chính chủ tên theo đky 2012,8000000,"Quận Thanh Xuân, Hà Nội",https://muaban.net/xe-may/ban-xe-may/zip-chinh-chu-ten-theo-dky-2012-id68104548,-,-,-,-,-,-,-,-,0
1266,"Bán xe CUB giống dream lùn, đời 1999, xe nhập khẩu từ Nhật.",70000000,"Quận 10, TP.HCM",https://muaban.net/xe-may/honda/ban-xe-cub-giong-dream-lun-doi-1999-xe-nhap-khau-tu-nhat-id63963179,-,-,-,-,-,-,-,-,0
1267,"Cub custom Nhật màu đen,xe nhập,sx1999,yên rời, zin,đẹp, 70 triệu đồng",70000000,"Quận 10, TP.HCM",https://muaban.net/xe-may/honda/cub-custom-nhat-mau-den-xe-nhap-sx1999-yen-roi-zin-dep-70-trieu-dong-id63058216,-,-,-,-,-,-,-,-,0
1268,Mới về xe Shvn 150:2019 2 smatrey bstp 9 chủ ,92000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-xe-shvn-150-2019-2-smatrey-bstp-9-chu-id68206016,-,-,-,-,-,-,-,-,0
1269,"Bán xe Vespar 2013, mầu xanh tím than và xe Lead 2014 mầu đỏ mận",18000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-vespar-2013-mau-xanh-tim-than-va-xe-lead-2014-mau-do-man-id68206502,-,-,-,-,-,-,-,-,0
1270,"Mới về xe AirBlade Fi 125, đời 2020, Smatrey, biển số thành phố",43600000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-xe-airblade-fi-125-doi-2020-smatrey-bien-so-thanh-pho-id68204871,-,-,-,-,-,-,-,-,0
1271,Sirius 50cc xe mới 100% chưa đăng ký ,0,"Huyện Bình Chánh, TP.HCM",https://muaban.net/xe-may/mua-xe-may/sirius-50cc-xe-moi-100-chua-dang-ky-id68192413,-,-,-,-,-,-,-,-,0
1272,"Cần bán xe ZIP màu trắng,đk2014, tôi đang sử dụng",13500000,-,https://muaban.net/xe-may/ban-xe-may/can-ban-xe-zip-mau-trang-dk2014-toi-dang-su-dung-id68124895,-,-,-,-,-,-,-,-,0
1273,Cần bán xe attila Elizabeth cũ ,6000000,"Quận 8, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-attila-elizabeth-cu-id68097878,-,-,-,-,-,-,-,-,0
1274,"Bán xe Yamaha Mio màu trắng biển 30-Z1 5 số, xe rất đẹp",3700000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-yamaha-mio-mau-trang-bien-30-z1-5-so-xe-rat-dep-id68182718,-,-,-,-,-,-,-,-,0
1275,"Chính chủ cần bán xe Zip nhập khẩu đời đầu, xe giữ gìn, ít đi lại.",9500000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/chinh-chu-can-ban-xe-zip-nhap-khau-doi-dau-xe-giu-gin-it-di-lai-id68197518,-,-,-,-,-,-,-,-,0
1276,Exciter 2010 Thanh Lí - ZALO 0586.228.876,9500000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/exciter-2010-thanh-li-zalo-0586-228-876-id68091935,-,-,-,-,-,-,-,-,0
1277,Cần bán xe Vision 2021 màu xanh sần odo 1500km,45000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-vision-2021-mau-xanh-san-odo-1500km-id68092393,-,-,-,-,-,-,-,-,0
1278,Honda Sh 150 abs 2017 đen nhám biển SG ,88000000,"Quận Bình Thạnh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/honda-sh-150-abs-2017-den-nham-bien-sg-id68098654,-,-,-,-,-,-,-,-,0
1279,Bán xe Vespa 125 - Đời 2007 - Xe nhập,10000000,"Quận Đống Đa, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-vespa-125-doi-2007-xe-nhap-id68089201,-,-,-,-,-,-,-,-,0
1280,Bán xe máy cũ đã qua sử dụng. ,11500000,"Quận Hoàng Mai, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-may-cu-da-qua-su-dung-id68086123,-,-,-,-,-,-,-,-,0
1281,Air Balde Fi Đỏ Đen Chính Chủ BSTP zin 100%,16500000,-,https://muaban.net/xe-may/ban-xe-may-quan-11-ho-chi-minh,-,-,-,-,-,-,-,-,0
1282,BÁN XE HONDA FUTURE 1 CHÍNH CHỦ CHƯA RÃ MẤY,27900000,"TP. Quảng Ngãi, Quảng Ngãi",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-future-1-chinh-chu-chua-ra-may-id68086131,-,-,-,-,-,-,-,-,0
1283,Vario 125 2020 Thanh Lí - ZALO: 0586.228.876,11500000,"Quận Ninh Kiều, Cần Thơ",https://muaban.net/xe-may/ban-xe-may/vario-125-2020-thanh-li-zalo-0586-228-876-id68089338,-,-,-,-,-,-,-,-,0
1284,"Bán xe Yamaha Janus, màu đỏ, xe nữ sử dụng còn rất mới, đăng ký 2018",22000000,"Quận Gò Vấp, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-yamaha-janus-mau-do-xe-nu-su-dung-con-rat-moi-dang-ky-2018-id68190306,-,-,-,-,-,-,-,-,0
1285,"Bán Airbalde full Thái 100%, màu cam đen, máy êm, tốt, đời 2010",45000000,"Quận 10, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-airbalde-full-thai-100-mau-cam-den-may-em-tot-doi-2010-id64628550,-,-,-,-,-,-,-,-,0
1286,Cần bán xe Honda Supper Dream nguyên Zin,26000000,"Quận Gò Vấp, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-honda-supper-dream-nguyen-zin-id68085314,-,-,-,-,-,-,-,-,0
1287,"Bán xe Dream chính chủ, sang tên ủy quyền ngay, số thành phố",8500000,"Huyện Hóc Môn, TP.HCM",https://muaban.net/xe-may/honda/ban-xe-dream-chinh-chu-sang-ten-uy-quyen-ngay-so-thanh-pho-id51861182,-,-,-,-,-,-,-,-,0
1288,Xe Exciterr  150 mẩu led xe keng,34800000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/yamaha/xe-exciterr-150-mau-led-xe-keng-id64793452,-,-,-,-,-,-,-,-,0
1289,Air Blade 2018 Thanh Lí - Zalo: 0921.72.75.82,9500000,"Thị xã Tân Uyên, Bình Dương",https://muaban.net/xe-may/ban-xe-may/air-blade-2018-thanh-li-zalo-0921-72-75-82-id68080152,-,-,-,-,-,-,-,-,0
1290,"Xe trùm mền , còn mới đẹp giá 4.500.000",4500000,"Quận 1, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-trum-men-con-moi-dep-gia-4-500-000-id68076080,-,-,-,-,-,-,-,-,0
1291,Cho thuê xe gắng máy tại Sài Gòn ( BS 00005),0,"TP. Thủ Đức - Quận 9, TP.HCM",https://muaban.net/xe-may/cho-thue-xe-may/cho-thue-xe-gang-may-tai-sai-gon-bs-00005-id55465890,-,-,-,-,-,-,-,-,0
1292,"Bán xe máy cũ, còn chạy rất tốt",6500000,"Huyện Bình Chánh, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-may-cu-con-chay-rat-tot-id68083893,-,-,-,-,-,-,-,-,0
1293,XE WINNNER V BS  tỉnh màu xanh /đỏ xé keng,24000000,"Quận Tân Phú, TP.HCM",https://muaban.net/xe-may/honda/xe-winnner-v-bs-tinh-mau-xanh-do-xe-keng-id64474485,-,-,-,-,-,-,-,-,0
1294,Bán Vision màu xanh sần đk 2021 ít sd 1500km,45000000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-vision-mau-xanh-san-dk-2021-it-sd-1500km-id68082853,-,-,-,-,-,-,-,-,0
1295,Xe vario 125 2020 smartkey zin bstp chính chủ,41500000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-vario-125-2020-smartkey-zin-bstp-chinh-chu-id68174532,-,-,-,-,-,-,-,-,0
1296,"Mới về xe SH 125, đời 2015, smarkey lên áo ý ",62000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-xe-sh-125-doi-2015-smarkey-len-ao-y-id68176146,-,-,-,-,-,-,-,-,0
1297,Xe chạy 2000km Smatrey mới 99% như xe thùng,45000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-chay-2000km-smatrey-moi-99-nhu-xe-thung-id68177939,-,-,-,-,-,-,-,-,0
1298,Mới về xe Airblade 2016 Reom tít bstp 9 chủ sang tên ,31800000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-xe-airblade-2016-reom-tit-bstp-9-chu-sang-ten-id68174910,-,-,-,-,-,-,-,-,0
1299,"Cần tiền bán gấp 1 cặp xe AirBlade Fi 125, đời 2021  ",49900000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/can-tien-ban-gap-1-cap-xe-airblade-fi-125-doi-2021-id68177997,-,-,-,-,-,-,-,-,0
1300,XE WINNER X BẢNG ĐẶC BIỆT MÀU ĐỎ ĐEN NĂM 2022 BIỂN SỐ ĐẸP ,45000000,"Quận 7, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-winner-x-bang-dac-biet-mau-do-den-nam-2022-bien-so-dep-id68183884,-,-,-,-,-,-,-,-,0
1301,Xe như mới chạy 2800 km 99% mới 99% 2 khoá,37800000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-nhu-moi-chay-2800-km-99-moi-99-2-khoa-id68174890,-,-,-,-,-,-,-,-,0
1302,"Vision 2022 Smatrey mới về 99%, biển số thành phố",50000000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/vision-2022-smatrey-moi-ve-99-bien-so-thanh-pho-id68178019,-,-,-,-,-,-,-,-,0
1303,"Vision 2019 2 khoá Smatrey 2 kiến, biển số thành phố ",37500000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/vision-2019-2-khoa-smatrey-2-kien-bien-so-thanh-pho-id68178795,-,-,-,-,-,-,-,-,0
1304,"Mới về xe SH 125, đời 2019 CBS, smatrey 2 khoá, biển số thành phố ",79900000,"Quận 11, TP.HCM",https://muaban.net/xe-may/ban-xe-may/moi-ve-xe-sh-125-doi-2019-cbs-smatrey-2-khoa-bien-so-thanh-pho-id68081102,-,-,-,-,-,-,-,-,0
1305,"Bán SH Ý nhập 2009. Chính chủ, nữ đi giữ gìn.",63000000,"Quận Thanh Xuân, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-sh-y-nhap-2009-chinh-chu-nu-di-giu-gin-id68158169,-,-,-,-,-,-,-,-,0
1306,Drem Việt 209 dọn sang thái mới tinh toàn đồ zin chính hãng,52000000,"Quận Hoàng Mai, Hà Nội",https://muaban.net/xe-may/ban-xe-may/drem-viet-209-don-sang-thai-moi-tinh-toan-do-zin-chinh-hang-id68067091,-,-,-,-,-,-,-,-,0
1307,"Bán Future Nhật chính hãng, xe máy êm",15500000,"Quận Gò Vấp, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-future-nhat-chinh-hang-xe-may-em-id68063714,-,-,-,-,-,-,-,-,0
1308,"Bán xe Yamaha Nouvo LX 135cc màu trắng, biển 30K7",4700000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-xe-yamaha-nouvo-lx-135cc-mau-trang-bien-30k7-id68150966,-,-,-,-,-,-,-,-,0
1309,"Bán xe Honda Lead 110cc FI, màu trắng camay rất đẹp, đời cao cuối 2011",0,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/honda/ban-xe-honda-lead-110cc-fi-mau-trang-camay-rat-dep-doi-cao-cuoi-2011-id64634740,-,-,-,-,-,-,-,-,0
1310,"Cần bán xe Wave Liên Doanh 110cc vành đúc, màu đỏ cờ",3100000,"Quận Hai Bà Trưng, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-wave-lien-doanh-110cc-vanh-duc-mau-do-co-id68134730,-,-,-,-,-,-,-,-,0
1311,Xe honda wave màu đen bánh mâm,8000000,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/ban-xe-may/xe-honda-wave-mau-den-banh-mam-id64735008,-,-,-,-,-,-,-,-,0
1312,"Bán xe Honda Lead 110 Fi, màu đỏ đô rất đẹp, từ SCR lên đời",11500000,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/honda/ban-xe-honda-lead-110-fi-mau-do-do-rat-dep-tu-scr-len-doi-id64499316,-,-,-,-,-,-,-,-,0
1313,"Bán xe Honda SCR Fi, màu bạc rất đẹp, hàng nhập khẩu nguyên",0,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/honda/ban-xe-honda-scr-fi-mau-bac-rat-dep-hang-nhap-khau-nguyen-id64376883,-,-,-,-,-,-,-,-,0
1314,"Bán PCX  màu trắng, nhà đi đời đầu, máy thái, chính chủ",19500000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/honda/ban-pcx-mau-trang-nha-di-doi-dau-may-thai-chinh-chu-id59188497,-,-,-,-,-,-,-,-,0
1315,"Bán xe Honda Air Blade 110cc Fi, đầu đèn lớn, máy nguyên",16500000,"Quận Tân Bình, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-air-blade-110cc-fi-dau-den-lon-may-nguyen-id68051424,-,-,-,-,-,-,-,-,0
1316,Do doi 160cc.can ban Ab 150cc.phien ban dac biet.,53000000,"Quận Bình Tân, TP.HCM",https://muaban.net/xe-may/ban-xe-may/do-doi-160cc-can-ban-ab-150cc-phien-ban-dac-biet-id68162649,-,-,-,-,-,-,-,-,0
1317,bán cúp nhật 82 50 màu trắng nguyên bản mới 13tr,13000000,"Quận Hoàng Mai, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-cup-nhat-82-50-mau-trang-nguyen-ban-moi-13tr-id68058523,-,-,-,-,-,-,-,-,0
1318,Cần bán xe SH 125i mới đi được 1.500km,700000,"Quận Thanh Xuân, Hà Nội",https://muaban.net/xe-may/ban-xe-may/can-ban-xe-sh-125i-moi-di-duoc-1-500km-id68161169,-,-,-,-,-,-,-,-,0
1319,bán đrem thái chất 18tr nguyên zin,18000000,"Quận Hoàng Mai, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-drem-thai-chat-18tr-nguyen-zin-id68042695,-,-,-,-,-,-,-,-,0
1320,bán đrem vn máy thái nguyên bản chất 12tr500,12500000,"Quận Hoàng Mai, Hà Nội",https://muaban.net/xe-may/ban-xe-may/ban-drem-vn-may-thai-nguyen-ban-chat-12tr500-id68059027,-,-,-,-,-,-,-,-,0
1321,"Bán xe Honda RSX màu đỏ chưa bung máy, giá 8 triệu",8000000,"TP. Thủ Đức - Quận Thủ Đức, TP.HCM",https://muaban.net/xe-may/ban-xe-may/ban-xe-honda-rsx-mau-do-chua-bung-may-gia-8-trieu-id68160726,-,-,-,-,-,-,-,-,0
1322,supper cub/cup 125 mới 100% màu xanh xi măng và màu đen,129000000,"Quận Gò Vấp, TP.HCM",https://muaban.net/xe-may/ban-xe-may/supper-cub-cup-125-moi-100-mau-xanh-xi-mang-va-mau-den-id68051465,-,-,-,-,-,-,-,-,0
1323,Tìm nhà pp dầu nhớt lon xe máy độc quyền - 0908273168,860000,"Huyện Hóc Môn, TP.HCM",https://muaban.net/xe-may/phu-tung-xe-may/tim-nha-pp-dau-nhot-lon-xe-may-doc-quyen-0908273168-id68053889,-,-,-,-,-,-,-,-,0
